date,news
2022-06-08,"{'russian': 0.4329, 'forc': 0.31348, 'june': 0.29983, 'ukrainian': 0.23138, 'sviatohirsk': 0.21146, 'donet': 0.13431, 'oblast': 0.12721, 'siverskyi': 0.12104, 'severodonetsk': 0.12042, 'report': 0.11972, 'continu': 0.11972, 'tetyanivka': 0.10365, 'izyum': 0.09817, 'huliapol': 0.09784, 't1302': 0.09064, 'riverbank': 0.09062, 'km': 0.08554, 'oper': 0.0821, 'dnr': 0.08094, 'artilleri': 0.07608, 'effort': 0.07521, 'assault': 0.07304, 'occup': 0.07249, 'entir': 0.07247, 'ground': 0.07139, 'orikhiv': 0.07132, 'nahirn': 0.07066, 'author': 0.0701, 'conduct': 0.06752, 'claim': 0.06752, 'not': 0.06717, 'highway': 0.06253, 'raihorodok': 0.06126, 'donetsk': 0.06124, 'oppo': 0.06116, 'referendum': 0.05959, 'unifi': 0.05886, 'occupi': 0.05681, 'set': 0.0555, 'luhansk': 0.05455, 'vasylivka': 0.05446, 'poll': 0.05443, 'kherson': 0.05332, 'western': 0.05291, 'citi': 0.05278, '76th': 0.05146, 'counterattack': 0.05141, 'dismiss': 0.04862, 'settlement': 0.0476, 'strengthen': 0.04749, 'control': 0.04711, 'challeng': 0.04697, 'state': 0.04652, 'river': 0.0465, 'haidai': 0.04613, 'advanc': 0.04605, 'fire': 0.04601, 'condit': 0.04566, 'these': 0.04558, 'area': 0.04558, 'lyman': 0.04548, 'gener': 0.04524, 'russia': 0.0449, 'further': 0.04461, 'seek': 0.04416, 'basic': 0.04364, 'zaporizhia': 0.04359, 'mariupol': 0.04355, 'galina': 0.04345, 'link': 0.04287, 'kharkiv': 0.04259, 'over': 0.04173, 'swodki': 0.04132, 'singular': 0.04132, 'portabl': 0.04132, 'protest': 0.04099, 'we': 0.04078, 'southern': 0.03986, 't0812': 0.03967, 'southeast': 0.03941, 'attempt': 0.03886, 'slovyansk': 0.03862, 'water': 0.03856, 'annex': 0.03838, 'siverski': 0.03833, 'outflank': 0.03833, 'attack': 0.03818, 'staff': 0.03808, 'mlr': 0.03801, 'defend': 0.03778, 'ukrain': 0.03732, 'exam': 0.03719, 'gloc': 0.03703, 'seven': 0.03681, 'pushilin': 0.03631, 'seiz': 0.03628, 'incoh': 0.0362, 'flexibl': 0.0362, 'curb': 0.0362, 'integr': 0.03596}"
2022-06-09,"{'russian': 0.5172, 'forc': 0.25372, 'june': 0.196, 'ukrainian': 0.18541, 'effort': 0.14749, 'oblast': 0.14675, 'continu': 0.14675, 'dnr': 0.11906, 'slovyansk': 0.11783, 'occupi': 0.11671, 'ascend': 0.11361, 'varvarivka': 0.10805, 'zaporizhia': 0.10257, 'area': 0.09933, 'report': 0.09783, 'tetyanivka': 0.09035, 'kharkiv': 0.0891, 'okrug': 0.08528, 'frontier': 0.08385, 'rotat': 0.08264, 'posit': 0.07987, 'siverskyi': 0.07913, 'sviatohirsk': 0.07899, 'severodonetsk': 0.07872, 'north': 0.07697, 'azot': 0.07696, 'donet': 0.07526, 'ternova': 0.07343, 'escal': 0.07217, 'control': 0.07186, 'govern': 0.07098, 'with': 0.06988, 'attack': 0.06988, 'citi': 0.069, 'militari': 0.06866, 'offici': 0.06751, 'troop': 0.06614, 'lnr': 0.06494, 'strengthen': 0.06209, 'luhansk': 0.06113, 'line': 0.06097, 'bakhmut': 0.06095, 'former': 0.06053, 'meduza': 0.06045, 'donetsk': 0.06005, 'legisl': 0.06004, 'their': 0.0599, 'claim': 0.05885, 'khotsenko': 0.0568, 'toward': 0.05669, 'prime': 0.05573, 'increment': 0.05573, 'cross': 0.05445, 'swodki': 0.05403, 'singular': 0.05403, 'instig': 0.05403, 'feder': 0.05363, 'we': 0.05332, 'synchron': 0.05187, 'promsvyazbank': 0.05187, 'ground': 0.05185, 'along': 0.05185, 'into': 0.05146, 'made': 0.05085, 'territori': 0.05043, 'support': 0.04966, 'heavi': 0.04959, 'not': 0.04879, 'kurgan': 0.04862, 'izyum': 0.04813, 'fire': 0.04813, 'role': 0.04747, 'background': 0.04733, 'focu': 0.04674, 'kremlin': 0.04666, 'vladivostok': 0.04619, 'pushback': 0.04619, 'nahirn': 0.04619, 'analog': 0.04619, 'fortif': 0.04586, 'administr': 0.04559, 'zone': 0.04529, 'toll': 0.04517, 'roti': 0.04425, 'emb': 0.04425, 'assail': 0.04425, 'artilleri': 0.04421, 'fight': 0.04365, 'deputi': 0.04342, 'gromov': 0.04341, 'object': 0.04309, 'margin': 0.04266, 'pryshyb': 0.04264, 'huliapol': 0.04264, 'which': 0.0419, 'southern': 0.04169, 'industri': 0.04124, 'take': 0.0411, 'around': 0.04065, 'perva': 0.04063}"
2022-06-10,"{'russian': 0.48563, 'june': 0.23855, 'forc': 0.23226, 'ukrainian': 0.20058, 'ten': 0.14868, 'continu': 0.14817, 'control': 0.14438, 'effort': 0.13829, 'sviatohirsk': 0.12818, 'exert': 0.12818, 'report': 0.11642, 'oblast': 0.11642, 'black': 0.10602, 'lysychansk': 0.10285, 'kinburn': 0.10162, 'oper': 0.09501, 'sea': 0.09375, 'bakhmut': 0.09231, 'split': 0.09071, 'severodonetsk': 0.08516, 'btg': 0.07879, 'ground': 0.07853, 'area': 0.07522, 'citi': 0.07465, 'author': 0.07436, 'highway': 0.07371, 'slovyansk': 0.07284, 'kharkiv': 0.07229, 'troop': 0.07156, 'occupi': 0.06887, 'their': 0.0648, 'these': 0.06448, 't1302': 0.0641, 'gener': 0.06399, 'coast': 0.06369, 'claim': 0.06366, 'mariupol': 0.0616, 'greater': 0.06064, 'ochakiv': 0.05862, 'we': 0.05769, 'assault': 0.05739, 'were': 0.05694, 'southern': 0.05638, 'retrain': 0.05611, 'mismanag': 0.05611, 'luhansk': 0.05511, 'educ': 0.05428, 'truli': 0.05421, 'staff': 0.05387, 'conduct': 0.05305, 'not': 0.05279, 'textbook': 0.0526, 'similarli': 0.05252, 'izyum': 0.05207, 'occup': 0.05126, 'nyrkov': 0.0512, 'within': 0.05074, 'urgenc': 0.04997, 'nahirn': 0.04997, 'curricula': 0.04997, 'tetyanivka': 0.04887, 'confin': 0.04887, 'medic': 0.04879, 'servic': 0.04872, 'they': 0.04819, 'reportedli': 0.04807, 'roti': 0.04787, 'bound': 0.04787, 'north': 0.04758, 'reorgan': 0.04697, 'remnant': 0.04697, 'camouflag': 0.04697, 'object': 0.04662, 'pryshyb': 0.04613, 'unit': 0.04591, 'ustynivka': 0.04535, 'provid': 0.04532, 'narrow': 0.04463, 'axi': 0.04442, 'yet': 0.04429, 'line': 0.04397, 'combat': 0.04342, 'donetsk': 0.04331, 'as': 0.04331, 'with': 0.0432, 'defen': 0.0432, 'kherson': 0.04309, 'support': 0.04298, 'took': 0.04288, 'southward': 0.04273, 'militari': 0.04244, 'result': 0.04214, 'cut': 0.04214, 'northern': 0.04192, 'through': 0.0417, 'weight': 0.04163, 'exact': 0.04163, 'azot': 0.04163, 'struggl': 0.04114, 'peninsula': 0.04112}"
2022-06-11,"{'russian': 0.44475, 'ukrainian': 0.37327, 'forc': 0.3415, 'june': 0.21934, 'eleven': 0.17428, 'km': 0.14563, 't1303': 0.14133, 'citi': 0.12836, 'severodonetsk': 0.12813, 'oblast': 0.11943, 'resum': 0.11494, 'kherson': 0.11346, 'report': 0.11147, 'approxim': 0.10729, 'kyselivka': 0.10073, 'passport': 0.09924, 'oper': 0.0953, 'izyum': 0.0914, 'continu': 0.08758, 'grain': 0.08601, 'slovyansk': 0.08219, 'luhansk': 0.07462, 'area': 0.07276, 't1302': 0.07233, 'hirsk': 0.0694, 'offen': 0.06718, 'counteroffen': 0.0669, 'distribut': 0.06688, 'melitopol': 0.06626, 'also': 0.06153, 'settlement': 0.06078, 'occup': 0.05785, 'east': 0.05652, 'pension': 0.05626, 'effort': 0.05602, 'highway': 0.05545, 'kharkiv': 0.05438, 'northern': 0.05256, 'gloc': 0.05254, 'siversk': 0.05188, 'occupi': 0.05181, 'assault': 0.05181, 'launch': 0.05105, 'geoloc': 0.04901, 'posit': 0.04875, 'transport': 0.04772, 'not': 0.04765, 'oleksandr': 0.04644, 'lysychansk': 0.04642, 'seed': 0.04623, 'artilleri': 0.04497, 'north': 0.04474, 'encircl': 0.04436, 'nyrokov': 0.04397, 'lysyschansk': 0.04397, 'lieu': 0.04397, '39km': 0.04397, 'show': 0.04365, 'we': 0.0434, 'tavriysk': 0.04221, 'locat': 0.04199, 'just': 0.04186, 'control': 0.04177, 'stryuk': 0.04078, 'harvest': 0.04078, 'their': 0.04063, 'staff': 0.04052, 'these': 0.04042, 'defend': 0.0402, 'gener': 0.04011, 'claim': 0.03991, 'shallow': 0.03957, 'resourc': 0.03933, 'soldatsk': 0.03852, 'brazhkivka': 0.03852, 'receiv': 0.03849, 'popasna': 0.03813, 'first': 0.03771, 'particularli': 0.03732, 'author': 0.03729, 'toll': 0.03676, 'overpow': 0.03676, 'metolkin': 0.03676, 'rang': 0.03671, 'offici': 0.03663, 'cabinet': 0.03533, 'object': 0.03507, 'previou': 0.03498, 'erect': 0.03412, 'liber': 0.03407, 'develop': 0.03407, 'rubl': 0.03394, 'ground': 0.03376, 'regard': 0.03357, 'industri': 0.03357, 'against': 0.03333, 'attempt': 0.03308, 'ton': 0.03307, 'boundari': 0.03259, 'western': 0.03217}"
2022-06-12,"{'russian': 0.45648, 'forc': 0.26721, 'june': 0.22363, 'ukrainian': 0.22267, 'lysychansk': 0.17355, 'twelv': 0.16469, 'oblast': 0.15627, 'severodonetsk': 0.13472, 'leningrad': 0.1334, 'siverskyi': 0.12037, 'continu': 0.11162, 'donetsk': 0.10277, 'kharkiv': 0.10165, 'contest': 0.09886, 'izyum': 0.09152, 'attack': 0.09112, 'troop': 0.08804, 'donet': 0.08586, 'toshkivka': 0.08288, 'town': 0.08089, 'citi': 0.07873, 'effort': 0.07853, 'fake': 0.07744, 'slovyansk': 0.07682, 'bridg': 0.07566, 'spread': 0.07484, 'zaporizhia': 0.06502, 'starytsya': 0.06481, 'oblit': 0.06481, 'zero': 0.06478, 'fal': 0.06442, 'unsuccess': 0.06373, 'increment': 0.06358, 'region': 0.06286, 'encircl': 0.06219, 'cross': 0.06213, 'we': 0.06084, 'occupi': 0.06053, 'partisan': 0.06036, 'back': 0.05979, 'sow': 0.05918, 'ground': 0.05916, 'flag': 0.05867, 'control': 0.05856, 'luhansk': 0.05812, 'activ': 0.05812, 'line': 0.05797, 'attempt': 0.05797, 'state': 0.05782, 'two': 0.05739, 'wealthi': 0.05717, 'resent': 0.05717, 'patron': 0.05717, 'genuin': 0.05717, 'settlement': 0.05681, 'area': 0.05666, 'defend': 0.05636, 'conduct': 0.05595, 'russia': 0.05581, 'not': 0.05567, 'bakhmut': 0.05563, 'river': 0.05549, 'catch': 0.05547, 'fire': 0.05491, 'seiz': 0.05411, 'occa': 0.054, 'enthusiasm': 0.054, 'anxieti': 0.054, 'vrubivka': 0.0527, 'administr': 0.05201, 'push': 0.05153, 'galvan': 0.05049, 'variou': 0.04963, 'object': 0.04917, 'popul': 0.04879, 'huliapol': 0.04865, 'assault': 0.04842, 'kostromka': 0.04783, 'near': 0.04769, 'southern': 0.04757, 'insignif': 0.04636, 'advanc': 0.04579, 'disinform': 0.04569, 'these': 0.04533, 'report': 0.04465, 'oper': 0.04453, 'patronag': 0.04447, 'harm': 0.04447, 'cut': 0.04444, 'azot': 0.0439, 'made': 0.04351, 'instead': 0.04309, 'day': 0.04283, 'small': 0.04238, 'worth': 0.04236, 'principl': 0.04236, 'accu': 0.04196, 'blew': 0.04189, 'between': 0.04161, 'border': 0.04108}"
2022-06-13,"{'russian': 0.47395, 'forc': 0.37417, 'ukrainian': 0.34923, 'june': 0.20354, 'settlement': 0.13523, 'severodonetsk': 0.11319, 'oblast': 0.10628, 'author': 0.10249, 'report': 0.10003, 'lysychansk': 0.09721, 'thirteen': 0.09191, 'occup': 0.09085, 'citi': 0.0882, 'continu': 0.07502, 'oper': 0.07483, '80bv': 0.0726, 'gloc': 0.07219, 'younger': 0.06905, 'not': 0.0686, 'siversk': 0.0679, 'assault': 0.06781, 'berdyansk': 0.06475, 'kharkiv': 0.06406, 'reportedli': 0.06389, 'bridg': 0.06357, 'approxim': 0.06319, 'claim': 0.06268, 'unsuccess': 0.06247, 'stage': 0.06234, 'izyum': 0.06152, 'head': 0.06056, 'area': 0.05713, 'artilleri': 0.0565, 'conduct': 0.05641, 't1303': 0.05549, 'adjac': 0.05549, 'bmp': 0.0545, 'davydiv': 0.05437, 'brid': 0.05437, 'terrorist': 0.05373, 'note': 0.05369, 'offen': 0.05275, 'basurin': 0.05273, 'twelv': 0.05271, 'prokhodi': 0.05193, 'donetsk': 0.05117, 'humanitarian': 0.05057, 'sviatohirsk': 0.05048, 'militari': 0.05014, 'out': 0.04979, 'proclaim': 0.04918, 'velyki': 0.04858, 'also': 0.04832, 'push': 0.0481, 'day': 0.04798, 'northwestern': 0.04795, 'remain': 0.04711, 'ground': 0.04639, 'their': 0.04466, 'staff': 0.04455, 'gener': 0.0441, 'russia': 0.04376, 'highway': 0.04354, 'encircl': 0.04354, 'teacher': 0.04338, 'slovyansk': 0.04303, 'gur': 0.04251, 'rybar': 0.04227, 'footag': 0.04204, 'melitopol': 0.04162, 'eighti': 0.04059, 'liber': 0.04013, 'launch': 0.04009, 'northeast': 0.03875, 'haidai': 0.03854, 'kherson': 0.03818, 'agr': 0.03812, 'storag': 0.03787, 'effort': 0.0377, 'transport': 0.03747, 'hand': 0.03738, 'east': 0.03698, 'oleksandr': 0.03647, 'zaporizhia': 0.03642, 'administr': 0.03642, 'mariupol': 0.03639, 'pseudonym': 0.0363, 'overr': 0.0363, 'buyer': 0.0363, 'agrobusi': 0.0363, 'fal': 0.03609, 'did': 0.03568, 'ongo': 0.0354, 'food': 0.03521, 'fight': 0.03487, 'destroy': 0.03464, 'self': 0.03463, 'willingli': 0.03453, 'tsaplienko': 0.03453, 'pedagog': 0.03453}"
2022-06-14,"{'russian': 0.49698, 'forc': 0.29133, 'ukrainian': 0.22278, 'continu': 0.18899, 'severodonetsk': 0.13824, 'june': 0.12908, 'kotyenok': 0.119, 'author': 0.11065, 'fourteen': 0.10516, 'slovyansk': 0.10346, 'occupi': 0.10248, 'azot': 0.10136, 'pool': 0.09893, 'militari': 0.09473, 'oblast': 0.09449, 'andryushchenko': 0.09362, 'vidrodzhennya': 0.09109, 'donetsk': 0.08788, 'elig': 0.08436, 'lysychansk': 0.08348, 'kharkiv': 0.07823, 'frontier': 0.07362, 'control': 0.07211, 'option': 0.07136, 'counterattack': 0.07083, 'raihorodok': 0.07033, 'area': 0.06977, 'toward': 0.06969, 'lyman': 0.06961, 'batteri': 0.06936, 'citi': 0.06925, 'troop': 0.06776, 'annex': 0.0661, 'push': 0.06609, 'servic': 0.0659, 'recruit': 0.06553, 'reconstruct': 0.0652, 'framework': 0.0652, 'bakhmut': 0.06422, 'luhansk': 0.06262, 'territori': 0.06199, 'as': 0.06152, 'kherson': 0.06121, 'saltiv': 0.06069, 'claim': 0.06028, 'oper': 0.05998, 'not': 0.05998, 'highway': 0.05982, 'addit': 0.05958, 'serv': 0.05685, 'izyum': 0.05635, 'we': 0.05618, 'offen': 0.05436, 'industri': 0.05432, 'into': 0.05422, 'transit': 0.05382, 'isol': 0.05237, 'these': 0.05233, 't1302': 0.05203, 'occup': 0.05201, 'requir': 0.05077, 'scheme': 0.05041, 'mariupol': 0.05, 'starytsya': 0.04988, 'mild': 0.04988, 'izbytsk': 0.04988, 'leadership': 0.04942, 'plant': 0.04878, 'artilleri': 0.04852, 'encircl': 0.04786, 't0514': 0.04554, 'offend': 0.04554, 'ground': 0.04553, 'southeast': 0.04524, 'propo': 0.04515, 'cost': 0.0447, 'line': 0.04461, 'telegram': 0.04448, 'two': 0.04416, 'privillya': 0.044, 'settlement': 0.04372, 'channel': 0.04354, 'petersburg': 0.04343, 'defend': 0.04338, 'effort': 0.04317, 'kremmina': 0.04269, 'btg': 0.04263, 'commun': 0.04237, 'st': 0.0415, 'within': 0.04118, 'kremlin': 0.04097, 'rubizhn': 0.04096, 'wagner': 0.04069, 'vrubivka': 0.04056, 'm03': 0.04056, 'polit': 0.04046, 'prepar': 0.04034, 'legal': 0.04027, 'petro': 0.03977, 'display': 0.03967}"
2022-06-15,"{'russian': 0.46545, 'forc': 0.3006, 'ukrainian': 0.26181, 'june': 0.21911, 'continu': 0.17499, 'severodonetsk': 0.13689, 'fifteen': 0.11816, 't1302': 0.11776, 'lysychansk': 0.11336, 'oblast': 0.10694, 'citi': 0.09796, 'occupi': 0.09489, 'pushilin': 0.09434, 'presenc': 0.09393, 'around': 0.09088, 'area': 0.08883, 'troop': 0.08763, 'sea': 0.08611, 'e40': 0.08166, 'highway': 0.08124, 'agenda': 0.07959, 'donetsk': 0.07956, 'their': 0.07936, 'arrang': 0.07905, 'effort': 0.07817, 'settlement': 0.07421, 'fortifi': 0.07407, 'black': 0.07304, 'snake': 0.07297, 'bakhmut': 0.07268, 'control': 0.07141, 'saltiv': 0.06869, 'zaporizhia': 0.06795, 'oper': 0.06788, 'addit': 0.06743, 'kharkiv': 0.0664, 'sentiment': 0.06519, 'izyum': 0.06377, 'ground': 0.06183, 'along': 0.06183, 'strengthen': 0.0617, 'hoc': 0.0609, 'with': 0.05952, 'isol': 0.05927, 'these': 0.05922, 'report': 0.05833, 'not': 0.05818, 'island': 0.0567, 'commer': 0.05645, 're': 0.05636, 'full': 0.05611, 'port': 0.05444, 'nenet': 0.05368, 'we': 0.05299, 'assault': 0.05272, 'polici': 0.05269, 'southeast': 0.0512, 'flag': 0.05109, 'regroup': 0.05084, 'pro': 0.05064, 'pursu': 0.05034, 'slovyansk': 0.05018, 'met': 0.0501, 'annex': 0.04987, 'dolyna': 0.04962, 'deploy': 0.04922, 'militari': 0.04873, 'dniprorudn': 0.04831, 'vasylivka': 0.04717, 'dissuad': 0.04703, 'vrubivka': 0.0459, 'm03': 0.0459, 'fallback': 0.0459, 'curricula': 0.0459, 'counteract': 0.0459, 'author': 0.04553, 'administr': 0.0453, 'kilomet': 0.04482, 'restor': 0.04409, 'fight': 0.04337, 'object': 0.04282, 'potenti': 0.04279, 'partnership': 0.04237, 'okrug': 0.04237, 'huliapol': 0.04237, 'frontier': 0.04166, 'governor': 0.0416, 'resist': 0.04106, 'coastlin': 0.041, 'autonom': 0.041, 'access': 0.04083, 'taken': 0.04068, 'encircl': 0.04062, 'luhansk': 0.04049, 'line': 0.04039, 'verkhnii': 0.04038, 'cargo': 0.04038, 'state': 0.04029, 'territori': 0.04009, 'counterattack': 0.04008}"
2022-06-16,"{'russian': 0.42774, 'ukrainian': 0.37427, 'forc': 0.33417, 'gromov': 0.29732, 'oblast': 0.12061, 'june': 0.11746, 'izyum': 0.10988, 'severodonetsk': 0.10783, 'oper': 0.10693, 'metolkin': 0.09282, 'kherson': 0.08184, 'pushilin': 0.08128, 'popasna': 0.08022, 'patronag': 0.08008, 'sixteen': 0.07598, 'donetsk': 0.0754, 'report': 0.0737, 'zero': 0.06806, 'citi': 0.06751, 'continu': 0.067, 'memorandum': 0.0666, 'occupi': 0.0654, 'fallback': 0.06327, 'ruska': 0.06188, 'anomali': 0.06188, 'with': 0.06154, 'km': 0.06128, 'claim': 0.06046, 'not': 0.06015, 'slovyansk': 0.05764, 'chief': 0.05756, 'lozova': 0.05743, 'oleksiy': 0.0566, 'counteroffen': 0.0563, 'gloc': 0.05526, 'territori': 0.05526, 'siverskyi': 0.05419, 'militari': 0.05374, 'group': 0.05367, 'lysychansk': 0.05209, 'full': 0.05156, 'donet': 0.05154, 'assault': 0.05087, 'btg': 0.04988, 'deputi': 0.04956, 'note': 0.04932, 'servicemen': 0.04893, 'cooper': 0.04855, 'republ': 0.0483, 'clash': 0.04825, 'mobil': 0.04806, 'staff': 0.04774, 'gener': 0.04726, 'just': 0.04697, 'dementiivka': 0.04691, 'offici': 0.04624, 'rybar': 0.0453, 'concret': 0.0453, 'dnr': 0.0453, 'over': 0.04484, 'also': 0.04438, 'southeast': 0.04411, 'governor': 0.04301, 'launch': 0.04296, 'settlement': 0.04262, 'ground': 0.04261, 'citizenship': 0.04227, 'control': 0.04218, 'hoc': 0.04198, 'luhansk': 0.04186, 'state': 0.04165, 'main': 0.04144, 'commun': 0.04131, 'posit': 0.04102, 'area': 0.04082, 't1302': 0.04058, 'head': 0.04057, 'kremlin': 0.03994, 'agreement': 0.03956, 'peopl': 0.03923, 'zalyzhnyi': 0.0389, 'valeryi': 0.0389, 'underman': 0.0389, 'tver': 0.0389, 'tel': 0.0389, 'rosguardia': 0.0389, 'pushillin': 0.0389, 'nikolaev': 0.0389, 'aisen': 0.0389, 'northwestern': 0.03854, 'kharkiv': 0.03814, 'civil': 0.03795, 'berestov': 0.03795, 'artilleri': 0.03785, 'establish': 0.03774, 'sign': 0.03766, 'bohorodychn': 0.03752, 'command': 0.03737, 'vorobyov': 0.037, 'novoazovsk': 0.037}"
2022-06-17,"{'russian': 0.5248, 'forc': 0.38874, 'ukrainian': 0.31099, 'june': 0.16267, 'serdyukov': 0.15712, 'km': 0.11881, 'report': 0.11692, 'oblast': 0.11042, 'seventeen': 0.1084, 'continu': 0.10393, 'citi': 0.09817, 'izyum': 0.09587, 'severodonetsk': 0.09146, 'oper': 0.09071, 'putin': 0.08745, 'settlement': 0.07438, 'posit': 0.07291, 'southeastern': 0.07042, 'along': 0.06885, 'southeast': 0.06842, 'zaporizhia': 0.0681, 'regroup': 0.06794, 'kharkiv': 0.06655, 'area': 0.06595, 'occupi': 0.0634, 'gener': 0.0589, 'militari': 0.05861, 't1303': 0.05765, 'also': 0.05737, 'slovyansk': 0.05588, 'motuzyanyk': 0.05567, 'unsuccess': 0.05563, 'ground': 0.05508, 'forum': 0.05478, 'approxim': 0.05471, 'disrupt': 0.05456, 'perform': 0.05426, 'line': 0.05398, 'poor': 0.05301, 'administr': 0.05297, 'lysychansk': 0.0505, 'aviat': 0.04997, 'airborn': 0.04982, 'ternova': 0.04876, 'near': 0.04857, 'grain': 0.04678, 'donetsk': 0.04652, 'staff': 0.04628, 'colonel': 0.04606, 'effort': 0.0457, 'fortif': 0.04567, 'just': 0.04553, 'unconfirm': 0.04547, 'ukrain': 0.04535, 'not': 0.04535, 'highway': 0.04523, 'rybar': 0.04392, 'gloc': 0.04286, 'forti': 0.04261, 'assault': 0.04227, 'away': 0.04201, 'offen': 0.0411, 'defend': 0.041, 'resum': 0.04019, 'fire': 0.03994, 'defen': 0.03977, 'claim': 0.03907, 'hi': 0.03833, 'kakhovka': 0.038, 'oleksandr': 0.03789, 'island': 0.03789, 'tugboat': 0.03771, 'motuzyanuk': 0.03771, 'bersylav': 0.03771, 'toward': 0.03764, 'tactic': 0.03719, 'troop': 0.0366, 'north': 0.0365, 'cross': 0.03615, 'destroy': 0.03599, 'nyrokov': 0.03587, 'huliaipol': 0.03587, 'spokesperson': 0.03581, 'we': 0.0354, 'draw': 0.03521, 'andrey': 0.03521, 'teplinski': 0.03444, 'orihiv': 0.03444, 'against': 0.03399, 'luhansk': 0.03382, 'attempt': 0.03373, 'frontlin': 0.03358, 'donet': 0.03331, 'krasnopillia': 0.03327, 'anatoli': 0.03327, 'attack': 0.03314, 'kherson': 0.03306, 'these': 0.03297, 'petersburg': 0.03284, 'conduct': 0.03256}"
2022-06-18,"{'russian': 0.48471, 'forc': 0.30845, 'ukrainian': 0.25337, 'june': 0.22126, 'eighteen': 0.19642, 'severodonetsk': 0.17773, 'continu': 0.16566, 'slovyansk': 0.15201, 't1302': 0.13378, 'area': 0.12334, 'along': 0.11707, 'lysychansk': 0.10732, 'suburb': 0.10378, 'line': 0.10324, 'metolkin': 0.10199, 'oblast': 0.0994, 'interdict': 0.09938, 'highway': 0.09229, 'attack': 0.09016, 'kharkiv': 0.08801, 'troop': 0.08711, 'railway': 0.08038, 'partisan': 0.07963, 'oper': 0.07711, 'not': 0.07711, 'artilleri': 0.07486, 'izyum': 0.07244, 'southern': 0.0706, 'suppli': 0.07015, 'commun': 0.06809, 'advanc': 0.06796, 'citi': 0.06677, 'effort': 0.0666, 'report': 0.06626, 'rail': 0.06521, 'complic': 0.06442, 'severskiy': 0.06412, 'pitomnyk': 0.06412, 'toward': 0.064, 'we': 0.06019, 'occupi': 0.05989, 'luhansk': 0.0575, 'minor': 0.05719, 'nyrkov': 0.05343, 'sobolev': 0.05214, 'face': 0.05157, 'what': 0.05155, 'addit': 0.05107, 'confirm': 0.05068, 'km': 0.0505, 'fight': 0.04927, 'seek': 0.04888, 'object': 0.04865, 'hirsk': 0.04813, 'ground': 0.04683, 'control': 0.04635, 'against': 0.04624, 'activ': 0.046, 'prevent': 0.04577, 'agenda': 0.04521, 'donetsk': 0.04519, 'captur': 0.04508, 'these': 0.04485, 'support': 0.04485, 'exert': 0.04459, 'conduct': 0.04429, 'ukrain': 0.04406, 'azot': 0.04344, 'yevhen': 0.0429, 'steadi': 0.0429, 'make': 0.04215, 'drain': 0.04191, 'sever': 0.04182, 'bakhmut': 0.04128, 'chemic': 0.041, 'fire': 0.04075, 'border': 0.04064, 'krasnopillya': 0.04058, 'condit': 0.04043, 'dozen': 0.03866, 'dementiivka': 0.03866, 'secur': 0.0383, 'did': 0.03781, 'strike': 0.03743, 'soldier': 0.03732, 'ani': 0.03714, 'sentiment': 0.03703, 'lay': 0.03673, 'nearbi': 0.03644, 'disciplin': 0.03644, 'action': 0.0358, 'one': 0.03494, 'into': 0.03485, 'phone': 0.03484, 'axi': 0.03477, 'unidentifi': 0.03459, 'around': 0.03441, 'main': 0.03415, 'push': 0.03399, 'kherson': 0.03372}"
